english_text,uzbek_text,label
i have worked really hard to make this blog a place where you would like to be and feel welcomed and hopefully inspired,"Men ushbu blogni siz bo'lishni, o'zingizni kutib olishni va ilhomlantirmoqchi bo'lgan joyga aylantirish uchun juda ko'p harakat qildim",1
i have to admit that i feel skeptical about making these changes and wonder are natural sweeteners any better for your body than refined sugars or are all sugars the same in the end,"Tan olishim kerakki, men bu o'zgarishlarga shubha bilan qarayman va tabiiy tatlandırıcılar tanangiz uchun tozalangan shakarga qaraganda yaxshiroqmi yoki oxir-oqibat barcha shakarlar bir xilmi?",4
ill think i thought it was its just that theres so much mess on a daily basis that its starting to feel less like a bit of charming untidiness and more like an episode of hoarders,"Men buni shunchaki har kuni shunchalik tartibsizlik deb o'yladimki, u o'zini biroz jozibali tartibsizlikka o'xshay boshladi va ko'proq to'pchilar epizodiga o'xshab qoldi.",1
im personally happy grateful and embracing each moment but i feel that my patriotism is being abused,"Men shaxsan xursandman va har bir lahzani quchoqlayman, lekin vatanparvarligim suiiste'mol qilinayotganini his qilaman",0
i would practice holding your hand using mine feeling the joints where you can feel my caring love but tight enough for you to know that i am never letting go,"Men sizning qo'lingizni qo'limdan ushlab, bo'g'inlarni his qilgan holda mashq qilardim, bu erda siz mening g'amxo'r sevgimni his qilishingiz mumkin, lekin men hech qachon qo'yib yubormasligimni bilishingiz uchun etarlicha qattiq",2
i finally fell asleep feeling angry useless and still full of anxiety,"Men nihoyat g'azablanib, befoyda va hali ham tashvishga to'la holda uxlab qoldim",3
i really feel valued,Men o'zimni haqiqatan ham qadrli his qilaman,1
i didn t expect reps to make me ache really especially as i often lift heavier for more reps but i have to say i can feel my muscles aching already,"Takrorlashlar meni og'ritishini kutmagan edim, ayniqsa ko'proq takrorlash uchun og'irlikni ko'taraman, lekin aytishim kerakki, mushaklarim allaqachon og'riyapti.",0
i would feel so nostalgic at such a young age,yoshligimda o'zimni juda nostaljik his qilardim,2
i know it feels like youre dying when youre working out but the sweet refreshed feeling afterwards is all worth it,"Bilaman, mashg'ulot paytida o'layotgandek tuyulasiz, lekin undan keyin paydo bo'ladigan yoqimli tetiklik hissi bunga arziydi.",2
i feel subaru stops being that innocent being we were presented to in the beginning and begins to turn into the depressed young man of x who also kicks ass,"Men his qilyapmanki, Subaru bizga boshida taqdim etilgan o'sha begunoh mavjudot bo'lishni to'xtatdi va x ning tushkunlikka tushgan yigitiga aylana boshladi.",1
ive been thinking about how to maximize its potential you know to make this wee apartment into a spacious feeling and glamorous flat,Men bu kichkina kvartirani keng va jozibali kvartiraga aylantirish uchun uning imkoniyatlarini qanday oshirish haqida o'yladim.,1
i feel fearful about being vulnerable within a relationship i will see in others that they are not trustworthy and will in turn not trust them,"Men munosabatlarda zaif bo'lishdan qo'rqaman, boshqalarda ular ishonchli emasligini va o'z navbatida ularga ishonmasligini ko'raman",4
i am so thankful that though things are a bit overwhelming he has sent people into our lives to help me not feel so neurotic,"Vaziyat biroz og'ir bo'lsa-da, u meni asabiy his qilmaslik uchun odamlarni hayotimizga yuborgani uchun juda minnatdorman",4
i wanted to upgrade the characters i was creating and engage them in battles of a similar setting transformations the raising of energy flashy colors chaotic explosions feelings of desperation when the adversary has you beaten etc,"Men o'zim yaratgan qahramonlarimni yangilashni va ularni shunga o'xshash vaziyatdagi janglarga jalb qilishni xohladim, energiyaning ko'tarilishi yorqin ranglar xaotik portlashlar, dushman sizni mag'lub etganida umidsizlik hissi va hokazo.",0
i feel it is so important to support them with that extra money so they are able to go to a pub for a drink or anywhere else they wish to,"Men ularni qo'shimcha pul bilan qo'llab-quvvatlashni juda muhim deb hisoblayman, shunda ular ichish uchun pabga yoki o'zlari xohlagan boshqa joyga borishlari mumkin.",1
i feel the determined nudge of the holy spirit to end my slumber and self love,Men uyqum va o'zimni sevishimni tugatish uchun muqaddas ruhning qat'iy zarbasini his qilyapman,1
i feel very hopeless,Men o'zimni juda umidsiz his qilyapman,0
i mean geez cara was raised not to feel compassion she had all love and feeling tortured and beaten from her at a very young age thats how the mord sith work,"Aytmoqchimanki, geez kara rahm-shafqatni his qilmaslik uchun katta bo'lgan, u juda yoshligida uni sevgan va qiynoqqa solingan va kaltaklanganini his qilgan.",3
i almost feel intimidated by the attempt to describe it,Men uni tasvirlashga urinishdan deyarli qo'rqib ketaman,4
i made to take my mind of feeling soooo rotten,Men o'zimni juda chirigan his qilishni xayolga keltirdim,0
i feel shaken by it and im far far above the age group targeted,Men bundan hayratdaman va men belgilangan yosh guruhidan ancha yuqoriman,4
i feel like being sociable having someone over or going out and chilling somewhere,"Men o'zimni birov bilan muloqotda bo'lishni yoki tashqariga chiqib, biror joyda dam olishni his qilyapman",1
i feel shocked robbed and shaken of everything i thought i wanted,Men o'zimni o'g'irlaganimdan hayratda qoldim va men xohlagan hamma narsadan silkindim,5
i commented trying to keep my voice reasonably free from the feelings which gripped me i believe were beaten hendricks,Men ovozimni meni qamrab olgan his-tuyg'ulardan oqilona saqlashga harakat qilib sharhladim.,0
i just have a general feeling of this unpleasant heaviness from my stomach up,Menda faqat oshqozonimdan bu yoqimsiz og'irlikning umumiy hissi bor,0
i feel pretty terrified immature and not ready,"Men o'zimni juda qo'rqinchli, etuk va tayyor emas his qilyapman",4
i do feel a bit rotten,Men o'zimni biroz chirigan his qilyapman,0
i finally feel content with life,Men nihoyat hayotdan mamnunman,1
im faced with the dreading feeling that no it wont work and all this will have been in vain,Men bu ishlamaydi va bularning barchasi behuda bo'ladi degan dahshatli tuyg'uga duch keldim,0
i am feeling that he does i wonder if such a dangerous place could be settled with the mentality that the enmayi have to bring to the possibility,"Men u shunday deb his qilyapman, hayronman, shunday xavfli joyni enmayi imkoniyatga keltirishi kerak bo'lgan mentalitet bilan hal qilish mumkinmi?",3
i feel ashamed youre perfectly fine granting,Sizni juda yaxshi berganingizdan uyalaman,0
i almost feel startled,Men deyarli qo'rqib ketyapman,4
i also feel much more triumphant while doing homework reading,Uy vazifasini o'qish paytida men o'zimni yanada g'alaba qozongandek his qilaman,1
i remind myself or am reminded of my passions and opinions i just feel incredibly agitated and frustrated there is this ball of energy with no channel to travel,"Men o'zimni eslayman yoki o'zimning ehtiroslarim va fikrlarimni eslayman, o'zimni juda hayajonlangan va hafsalasi pir bo'ladi, u erda sayohat qilish uchun kanali yo'q.",4
i feel i need to be punished,Men jazolanishim kerakligini his qilyapman,0
i feel very blessed and loved by the people around me,Men o'zimni juda baxtli va atrofimdagi odamlar tomonidan sevilgan his qilaman,2
i want to push myself to think more in terms of discipline and what is a pro goal and pro me choice and not immediately default to feeling deprived,"Men o'zimni intizom nuqtai nazaridan ko'proq o'ylashga majbur qilmoqchiman va maqsad va men uchun tanlov nima, va darhol o'zimni mahrum his qilmaslik kerak.",0
i feel like at times i am lauren for trying to help my friend see that her boyfriend is a lousy guy yes they might be best friends and never let that go but they re both not good for each other,"Do'stimning yigiti yomon yigit ekanligini ko'rishga yordam bermoqchi bo'lganim uchun o'zimni ba'zida Lorendek his qilaman, ha, ular eng yaxshi do'st bo'lishlari mumkin va bunga hech qachon yo'l qo'ymaydilar, lekin ikkalasi ham bir-biriga yaxshi emas.",0
i know but i m also upset because i increasingly get the feeling that i m a pleasant accessory,"bilaman, lekin men ham xafaman, chunki men o'zimni yoqimli aksessuar ekanligimni tobora ko'proq his qila boshladim.",1
i feel to support other women with infertility problems this valuable personal counseling is available for a restricted number of individuals,"Men bepushtlik muammosi bo'lgan boshqa ayollarni qo'llab-quvvatlamoqchiman, bu qimmatli shaxsiy maslahat cheklangan miqdordagi shaxslar uchun mavjud",1
i dint feel any strong pain yet just cramping which comes and go like what i used to have during menses,"Men hech qanday kuchli og'riqni his qilmayapman, faqat hayz paytida bo'lgani kabi kramp paydo bo'ladi va ketadi",1
im not feeling so whiney about going alone to my conversion,Men o'zimning konvertatsiyamga yolg'iz borganimdan juda g'azablanmayman,0
im going to feel fabulous and amazing and healthy,"Men o'zimni ajoyib, ajoyib va ​​sog'lom his qilaman",1
i feel absolutely guilty about this and crazy at the same time i am pregnant and i am suppose to get rounder,Men bu borada o'zimni mutlaqo aybdor his qilyapman va ayni paytda men homiladorman va men yumaloq bo'laman deb o'ylayman,0
i was feeling amazing so i was disappointed when my lab work in december came back the same way it did the previous year overall it was good but i did not have enough protein in my diet,"Men o'zimni ajoyib his qilardim, shuning uchun dekabr oyida laboratoriya ishim avvalgi yildagidek qaytganida, men xafa bo'ldim, umuman olganda, bu yaxshi edi, lekin mening dietamda etarli protein yo'q edi.",5
i not now creative muse feels so low lack words to haiku for haiku heights prompt confession p,"Men endi ijodiy ilham emasman, o'zimni juda past his qilyapman, haiku uchun haikuga so'z yetishmaydi.",0
im feeling very petty right now,Men hozir o'zimni juda kichik his qilyapman,3
i am feeling fabulous this week and though i feel convicted saying that my attitude has turned around because my health has for now i am just thankful and trying to share my positive attitude with other people,"Bu hafta o'zimni ajoyib his qilyapman va o'zimni aybdor his qilsam ham, munosabatim o'zgarib ketdi, chunki sog'ligim hozircha men shunchaki minnatdorman va ijobiy munosabatimni boshqa odamlar bilan baham ko'rishga harakat qilaman.",1
i feel weepy a lot,Men o'zimni juda yig'layapman,0
i feel honoured to have won a few prizes this year in a local photography exhibition and have recently been asked by getty images for quite a number of my photos to be part of their world renowned collection of photographic images,Men bu yil mahalliy fotografiya ko‘rgazmasida bir nechta sovrinlarni qo‘lga kiritganimdan faxrlanaman va yaqinda Getty Images tomonidan mening ko‘plab fotosuratlarim dunyoga mashhur fotosuratlar to‘plamining bir qismi bo‘lishini so‘rashdi.,1
i feel really lucky that i m making a living doing this and i think it s important to pass the word about tap dance,Men bu ishni amalga oshirayotganim uchun o‘zimni juda omadli his qilyapman va tap raqsi haqida gapirib berish muhim deb o‘ylayman.,1
i stray i feel the pains of loneliness and discontent,adashib qoldim yolg'izlik va norozilik azoblarini his qilaman,0
im feeling rebellious and need to do something to relieve some of the turmoil in my body,Men o'zimni isyonkor his qilyapman va tanamdagi tartibsizliklarni engillashtirish uchun biror narsa qilishim kerak,3
i have to get it in my head that i didnt do anything wrong its just of them have feelings for someone else and one just doesnt appear very considerate,"Men hech qanday noto'g'ri ish qilmaganligimni boshimga o'tkazishim kerak, bu faqat ularning boshqa birovga nisbatan his-tuyg'ulari bor va biri shunchaki e'tiborli ko'rinmaydi.",2
i forgot to take my meds this morning and i am predictably feeling irritable but less predictably i have been sitting here all day thinking ima kill a bitch if i dont get my hands on a chocolate cupcake,"Men bugun ertalab dori-darmonlarni qabul qilishni unutib qo'ydim va o'zimni asabiylashdim, lekin oldindan aytishim mumkinki, men kun bo'yi shu erda o'tirdim, agar qo'limga shokoladli krujka tegmasa, kaltakni o'ldiraman deb o'yladim.",3
i feel suspicious when i see this redundant use of the credential,Hisob ma'lumotlaridan ortiqcha foydalanishni ko'rganimda o'zimni shubhali his qilyapman,4
